id,c1,c2,c3,c4,c5,c6,c7
548752,0.0,0.0,0.0,0.0,0.0,0.0,0.3518
548754,0.0,0.0,0.0,0.0,0.0,0.0,0.3624
548755,0.0,0.0,0.0,0.0,0.0,0.0,0.352
538562,0.0,0.0,0.0,0.0,0.0,0.0,0.3902
548757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548758,0.0,0.0,0.0,0.0,0.6769,0.3222,0.0
548759,0.0,0.0,0.0,0.0,0.0,0.0,0.3882
548760,0.0,0.0,0.0,1.7517,0.0,0.0,1.7517
548761,0.4776,0.0,0.0,0.0,0.0,0.7677,0.3978
548762,1.0828,0.0,0.0,0.0,0.0,0.4034,0.995
548763,0.0,0.6128,0.0,0.0,0.0,0.0,0.0
548764,0.0,1.0466,0.0,0.0,0.0,0.0,0.0
548765,0.3083,0.0,0.0,0.0,0.0,0.6194,0.3426
548766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538563,0.0,0.0,0.0,0.0,0.0,0.6913,1.0802
548767,0.0,0.0,1.4805,0.0,0.0,0.0,0.0
548768,0.0,0.0,0.0,0.3422,0.0,0.0,0.3422
548769,1.4624,0.0,0.0,0.0,0.0,0.5861,0.3476
548770,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548771,0.0,0.0,0.0,0.0,0.0,0.0,2.3951
548772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548774,0.0,0.0,1.6471,0.0,0.0,0.4056,0.3629
548775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548776,0.0,0.0,0.0,0.0,0.0,0.0,0.374
538564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548777,0.0,0.0,0.0,0.0,0.0,0.2441,0.3445
548778,0.9897,0.0,0.0,0.0,0.0,0.0,0.2774
548779,0.0,0.0,1.0869,0.0,0.0,0.442,0.495
548781,0.0,0.0,0.0,0.0,0.0,0.0,0.4044
548782,1.0307,0.0,0.0,0.0,0.0,0.0,0.0
548783,1.2837,0.0,0.0,0.0,0.0,0.0,0.0
548784,0.6488,0.0,0.0,0.0,0.0,0.0,0.3412
548785,0.0,0.7291,0.0,0.0,0.0,0.0,0.3457
548786,0.0,0.0,0.0,0.0,1.4665,0.0,0.3318
538565,0.0,0.0,0.0,0.0,0.0,0.7219,0.3833
537541,0.0,0.0,0.0,0.0,0.0,0.0,0.4109
548787,0.293,0.0,0.0,0.0,0.0,0.873,0.3469
548788,0.0,0.0,0.7455,0.0,0.0,0.4988,0.1083
548789,0.0,0.0,0.0,0.0,0.0,0.0,0.3563
548790,0.5828,0.0,0.0,0.0,0.0,0.0,0.3464
548791,0.6535,0.6332,0.0,0.0,0.0,0.8948,0.0
548792,0.0,0.0,0.0,0.0,0.0,0.0,0.1807
548793,0.0,0.0,0.0,0.1078,0.0,1.624,1.3213
548794,0.0,0.0,0.0,0.0,0.0,0.0,0.3691
548795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548796,0.0,0.0,0.0,0.6075,0.0,0.0,0.8327
538566,0.0,0.0,1.1417,0.0,0.0,0.0,0.387
548797,0.0,0.0,0.0,0.0,0.0,0.0,0.373
548798,0.729,0.0,0.0,0.0,0.0,0.0,0.3556
548799,0.239,0.0,0.0,0.1366,0.0,0.1967,0.0
548800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548803,0.0,0.0,0.0,0.0,0.0,0.554,0.3502
548804,0.0,0.0,0.0,0.0,0.0,0.0,0.6545
548805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548806,0.0,0.0,0.0,0.0,0.0,0.5613,0.353
538567,0.0,0.0,0.0,0.0,0.0,0.0,0.3979
548807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548809,0.0,0.0,0.0,0.0,0.0,0.0,0.3797
548810,0.0,0.5453,0.8308,0.0,0.0,0.0,0.3196
548811,0.0,0.8238,0.0,0.0,0.0,0.0,0.531
548812,0.9922,0.0,0.0,0.0,0.0,0.0,0.8458
548813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548815,0.0,0.0,0.0,0.0,0.0,0.0,0.6781
538568,0.8065,0.0,0.0,0.0,0.8038,0.0,0.0
548818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548819,0.0,0.0,0.5242,0.0,0.0,0.2935,0.3032
548820,0.0,0.0,0.0,0.0,0.0,0.0,0.3985
548821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548822,0.0,0.0,0.0,0.0,0.0,0.0,0.7153
548823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548824,0.0,0.0,1.7111,0.0,0.0,0.0,0.0
548825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548826,0.0,0.7964,0.0,0.0,0.0,0.0,0.7669
538570,0.0,0.0,0.0,0.0,1.1004,0.0,0.4555
548827,0.0,0.0,0.0,0.0,0.0,0.0,0.3824
548828,0.0,0.0,0.0,0.0,0.0,0.0,0.2254
548829,0.0,0.0,0.0,0.0,0.0,0.0,0.3017
548830,0.0,0.0,1.6219,0.0,0.0,1.4044,1.8774
548832,0.0,0.0,1.136,0.0,0.0,0.0,0.3241
548833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548835,0.0,0.0,0.0,0.0,0.0,0.0,0.0982
548836,0.0,0.0,0.0,0.0,0.0,0.0,0.9845
548837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548838,0.0,0.0,0.9346,0.0,0.0,0.0,0.0
538571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548843,0.0,0.0,0.0,0.0,0.0,0.6096,0.1879
548844,0.0,0.0,0.0,0.0,0.0,0.0,1.9299
548846,0.5038,0.0,0.0,0.0,0.0,0.0,0.3477
548847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548852,0.0,0.0,0.0,0.0,0.0,0.0,0.3897
548853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548854,0.0,0.0,0.0,0.0,0.0,0.0,0.3972
548855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548857,0.0,0.0,0.0,0.0,0.0,0.0,0.1619
548858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548860,0.0,1.169,0.0,0.0,0.0,0.0,0.0
548861,0.8579,0.474,0.0,0.23,0.0,0.0,0.4865
538573,0.0,0.0,0.0,0.0,0.0,0.0,0.6517
548863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548868,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548869,0.0,0.0,0.0,0.0,0.0,0.0,0.7403
548870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548871,0.0,1.0365,0.0,0.0,0.0,0.8378,0.3328
548872,0.0,1.1622,0.0,0.0,0.0,0.0,0.0
538574,0.3387,0.0,0.0,0.0,0.0,0.0,0.371
548873,0.0,1.169,0.0,0.0,0.0,0.0,0.0
548874,0.0,1.1725,0.0,0.0,0.0,0.0,0.0
548875,0.0,1.1622,0.0,0.0,0.0,0.0,0.0
548876,0.0,1.1655,0.0,0.0,0.0,0.0,0.0
548877,0.0,1.1639,0.0,0.0,0.0,0.0,0.0
548878,0.0,1.1707,0.0,0.0,0.0,0.0,0.0
548879,0.0,1.1707,0.0,0.0,0.0,0.0,0.0
548880,0.0,1.169,0.0,0.0,0.0,0.0,0.0
548881,0.0,1.1672,0.0,0.0,0.0,0.0,0.0
548882,0.0,1.169,0.0,0.0,0.0,0.0,0.0
538575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548883,0.0,0.0,0.0,0.0,0.0,0.0,0.3427
548886,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548887,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548888,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548889,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548890,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548891,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548892,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548893,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
538576,0.0,0.0,0.0,0.0,0.0,0.0,0.4137
537542,0.0,0.0,0.0,1.1446,0.0,0.0,1.5531
548894,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548895,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548896,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548897,0.0,0.0,0.0,0.6634,0.0,0.0,0.7497
548898,0.0,1.1655,0.0,0.0,0.0,0.0,0.0
548899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548900,0.0,0.0,0.0,0.0,0.0,0.8105,0.7006
548901,0.0,0.0,0.0,0.0,0.0,0.0,1.1582
548902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538577,0.0,0.0,1.3496,0.0,0.0,1.0849,0.4036
548904,0.0,0.0,1.0057,0.0,0.0,0.0,0.0
548905,0.0,0.0,0.0,0.0,0.0,0.0,0.8367
548906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548910,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548911,0.0,0.0,0.0,0.0,0.0,0.398,0.14
548912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548913,0.0,0.0,0.6289,0.0,0.0,0.0,0.351
538578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548914,0.0,0.0,0.0,0.0,0.0,0.9238,0.0
548915,0.0,0.8176,0.0,0.0,0.0,0.0,0.0
548917,0.0,0.0,0.0,0.0,0.0,0.0,0.3333
548919,0.0,0.0,0.0,0.0,0.0,0.0,0.2747
548920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548921,0.4088,0.0,0.0,0.0,0.0,0.0,0.337
548922,0.0,0.0,1.2984,0.0,0.0,0.0,0.0
548923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538579,0.0,0.0,0.0,0.0,0.0,0.0,0.6543
548925,0.0,0.8863,0.0,0.0,0.0,0.0,0.3831
548926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548928,0.0,0.0,0.0,0.0,0.0,0.6832,0.2335
548929,0.8221,0.0,0.0,0.0,1.1629,0.0,0.3896
548930,0.0,0.0,0.0,0.0,0.0,0.0,0.3897
548931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548937,0.0,0.0,0.0,0.0,0.0,0.0,0.7168
548938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548939,0.0,0.0,0.0,0.0,0.0,0.0,1.6253
548940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548942,0.0,0.0,0.0,0.0,0.0,0.0,0.5879
548943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548944,0.0,0.0,0.0,0.0,0.0,0.9071,0.0
548945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548946,0.0,0.0,2.2526,0.0,0.0,0.0,0.0
548947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548948,1.048,0.0,0.0,0.0,0.0,0.0,0.0
548949,0.0,0.0,0.9092,0.6572,0.0,0.3542,0.0
548950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548952,1.0392,0.0,0.0,0.0,0.0,0.0,0.0
548953,0.0,0.0,0.0,0.0,0.0,0.0,0.9178
548954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548955,0.9121,0.0,0.0,0.0,0.0,0.0,0.0
548956,0.3577,0.0,0.0,0.0,0.0,0.0,0.3182
548957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548959,0.0,0.0,0.0,0.0,1.3891,0.0,0.0
548961,0.0,0.9343,0.0,0.0426,0.0,0.7391,0.0751
548962,0.0,0.0,0.0,0.0,0.0,0.0,1.7398
548963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548964,0.0,0.0,0.0,0.0,0.0,0.0,1.4182
548966,0.0,0.0,0.0,0.0,0.0,0.595,0.0
548967,0.0,0.0,0.0,0.0,0.0,0.0,1.7434
538583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548971,0.0,0.0,0.0,0.0,0.0,0.0,0.4161
548975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548976,0.0,0.0,0.0,0.0,0.0,0.0,0.3718
548977,0.0,0.0,0.0,0.0,0.0,0.0,1.6099
548978,0.0,0.0,0.0,0.0,0.0,0.0,0.2335
548981,0.0,0.6714,0.0,0.0,0.0,0.0,0.0
548983,0.0,0.0,0.0,0.0,0.0,0.0,0.2366
548984,0.0,0.0,2.3928,0.7213,0.0,0.0,0.0
548985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548993,0.0,0.0,0.9506,0.0,0.0,0.0,0.0
548995,0.0,0.0,0.0,0.0,0.0,0.8093,0.0
548996,0.8774,0.0,0.0,0.0,0.0,0.0,0.0
548997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538585,0.0,0.0,0.0,0.0,0.0,0.0,0.5032
548999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538586,0.0,0.0,0.0,0.0,0.0,0.0,0.4285
537543,0.0,0.0,0.0,0.0,0.0,0.0,0.4128
549009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549016,0.0,0.0,0.0,0.0,0.0,0.7979,0.2999
549017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549026,0.0,0.0,1.7425,0.0,0.0,0.0,0.0
549027,0.0,0.0,0.0,0.0,0.0,0.666,0.3794
549028,0.0,0.0,0.0,0.0,0.0,0.7262,0.2322
549033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549034,0.0,0.0,0.1973,0.0,0.0,0.0,0.5075
549035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538588,0.0,0.521,0.0,1.1472,0.0,0.0,1.1472
549037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549039,0.0,0.0,0.0,0.0,0.0,0.7151,0.6035
549040,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549041,0.0,0.0,0.0,0.0,0.0,0.0,0.247
549042,0.0,0.0,0.0,1.4584,0.0,0.0,0.0
549043,0.0,0.0,0.5107,0.5736,0.0,0.2974,0.4947
549044,0.0,0.5034,0.0,0.0,0.0,0.0,0.0
549045,0.0,1.1153,0.0,0.0,0.0,0.0,0.0
549046,0.0,0.0,0.0,0.0,0.8717,0.0,0.0
538589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
